mun,gini_mean,year,pto,trat_2
Numaran,0.337186823,2015,1,0
Maravatio,0.351531575,2015,1,0
Contepec,0.39529119,2015,1,0
Huetamo,0.37510975,2015,1,0
San Lucas,0.301015672,2015,1,0
Tangancicuaro,0.272903237,2015,1,1
Purepero,0.291573102,2015,1,1
Tlazazalca,0.192627073,2015,1,0
Cojumatlan de Regules,0.320710864,2015,1,0
Irimbo,0.196911791,2015,1,0
Aporo,0.114049291,2015,1,0
Tuxpan,0.359561496,2015,1,1
Senguio,0.094696088,2015,1,0
Charo,0.254148803,2015,1,0
Alvaro Obregon,0.426924288,2015,1,0
Chavinda,0.298108617,2015,1,0
Tangamandapio,0.257273168,2015,1,1
Ziracuaretiro,0.203718146,2015,1,1
Nuevo Parangaricutiro,0.267403915,2015,1,1
Coeneo,0.102348629,2015,1,0
Jimenez,0.252252665,2015,1,0
Yurecuaro,0.33699932,2015,1,0
Nahuatzen,0.085543793,2015,1,0
Ecuandureo,0.353606732,2015,1,0
Villamar,0.263885979,2015,1,0
Coalcoman,0.346880777,2015,1,0
Tiquicheo,0.153086707,2015,1,0
Tumbiscatio,0.094017094,2015,1,0
Tuzantla,0.110887149,2015,1,0
Aguililla,0.298647046,2015,1,0
Huaniqueo,0.154661001,2015,1,0
Ixtlan,0.136608877,2015,1,0
Tancitaro,0.325027797,2015,1,1
Cuitzeo,0.320409072,2015,1,0
Chucandiro,0,2015,1,0
Santa Ana Maya,0.158843008,2015,1,0
Huandacareo,0.187667317,2015,1,0
Copandaro,0.198008081,2015,1,0
Tzitzio,0.312925972,2015,1,0
Marcos Castellanos,0.194402036,2015,1,0
Juarez,0.261747814,2015,1,1
Coahuayana,0.363794347,2015,1,0
Aquila,0.443153066,2015,1,0
Epitacio Huerta,0,2015,1,0
Apatzingan,0.402175719,2016,1,1
Arteaga,0.314714529,2016,1,0
Cotija,0.397829025,2016,1,1
Charapan,0.409202988,2016,1,0
Cheran,0.135317458,2016,1,0
Chilchota,0.148493342,2016,1,1
Gabriel Zamora,0.285706745,2016,1,0
Hidalgo,0.425655422,2016,1,1
Jacona,0.39539811,2016,1,0
Jiquilpan,0.395639951,2016,1,0
Jungapeo,0.31909223,2016,1,1
La Piedad,0.409386456,2016,1,0
Lazaro Cardenas,0.444677974,2016,1,0
Los Reyes,0.398266797,2016,1,1
Morelia,0.433752511,2016,1,0
Mugica,0.3393385,2016,1,0
Nocupetaro,0.283162155,2016,1,0
Nuevo Urecho,0.121720017,2016,1,0
Paracuaro,0.191935827,2016,1,0
Paracho,0.345880258,2016,1,0
Patzcuaro,0.400657229,2016,1,1
Periban,0.288095444,2016,1,1
Quiroga,0.145974217,2016,1,1
Sahuayo,0.339413244,2016,1,0
Tacambaro,0.367101309,2016,1,1
Taretan,0.391724874,2016,1,1
Tinguindin,0.357711553,2016,1,1
Tocumbo,0.431497318,2016,1,1
Turicato,0.153357811,2016,1,1
Uruapan,0.402244422,2016,1,1
Venustiano Carranza,0.221418445,2016,1,0
Zacapu,0.40933305,2016,1,0
Zamora,0.410693141,2016,1,0
Zitacuaro,0.412616835,2016,1,1
Tarimbaro,0.363020877,2016,1,1
Angangueo,0.304267144,2016,1,0
Acuitzio,0.148240868,2016,1,1
Ario,0.287643845,2016,1,1
Erongaricuaro,0.177284583,2016,1,1
La Huacana,0.352024458,2016,1,0
Huiramba,0.091325155,2016,1,1
Lagunillas,0.312482485,2016,1,1
Madero,0.270435403,2016,1,1
Salvador Escalante,0.336422938,2016,1,1
Tingambato,0.262364041,2016,1,1
Tzintzuntzan,0.137903982,2016,1,1
Angamacutiro,0.208740894,2016,1,0
Jose Sixto Verduzco,0.18108332,2016,1,0
Morelos,0.228269837,2016,1,0
Panindicuaro,0.339153961,2016,1,0
Penjamillo,0.426272472,2016,1,0
Puruandiro,0.364863973,2016,1,0
Churumuco,0.176916864,2016,1,0
Tlalpujahua,0.358728333,2016,1,0
Tepalcatepec,0.360479417,2016,1,0
Buenavista,0.212324763,2016,1,0
Pajacuaran,0.124354927,2016,1,0
Zinapecuaro,0.324108433,2016,1,1
Querendaro,0.039585695,2016,1,0
Indaparapeo,0.062310293,2016,1,0
Ocampo,0.052452167,2016,1,1
Vista Hermosa,0.217237319,2016,1,0
Tanhuato,0.355787348,2016,1,0
Brisenas,0.205906483,2016,1,0
Zinaparo,0.060101263,2016,1,0
Churintzio,0.058304101,2016,1,0
Numaran,0.330993479,2016,1,0
Maravatio,0.340956299,2016,1,0
Contepec,0.301663115,2016,1,0
Huetamo,0.368739329,2016,1,0
San Lucas,0.304008702,2016,1,0
Tangancicuaro,0.286821519,2016,1,1
Purepero,0.254177885,2016,1,1
Tlazazalca,0.241694586,2016,1,0
Cojumatlan de Regules,0.280339239,2016,1,0
Irimbo,0.208166504,2016,1,0
Aporo,0.145321919,2016,1,0
Tuxpan,0.362345222,2016,1,1
Senguio,0.043694929,2016,1,0
Charo,0.225196624,2016,1,0
Alvaro Obregon,0.416588187,2016,1,0
Chavinda,0.282341939,2016,1,0
Tangamandapio,0.259702962,2016,1,1
Ziracuaretiro,0.196782957,2016,1,1
Nuevo Parangaricutiro,0.245448897,2016,1,1
Coeneo,0.086550418,2016,1,0
Jimenez,0.276999684,2016,1,0
Yurecuaro,0.337710404,2016,1,0
Nahuatzen,0.069171852,2016,1,0
Ecuandureo,0.311141181,2016,1,0
Villamar,0.321975783,2016,1,0
Coalcoman,0.350388655,2016,1,0
Tiquicheo,0.154479666,2016,1,0
Tumbiscatio,0.083880471,2016,1,0
Tuzantla,0.170353395,2016,1,0
Aguililla,0.287094491,2016,1,0
Huaniqueo,0.152396554,2016,1,0
Ixtlan,0.200257431,2016,1,0
Tancitaro,0.228237037,2016,1,1
Cuitzeo,0.335664593,2016,1,0
Chucandiro,0,2016,1,0
Santa Ana Maya,0.137157006,2016,1,0
Huandacareo,0.18592847,2016,1,0
Copandaro,0.168599234,2016,1,0
Tzitzio,0.337474031,2016,1,0
Marcos Castellanos,0.196176831,2016,1,0
Juarez,0.25756896,2016,1,1
Coahuayana,0.338590619,2016,1,0
Aquila,0.448571219,2016,1,0
Epitacio Huerta,0,2016,1,0
Apatzingan,0.397953815,2017,1,1
Arteaga,0.321192101,2017,1,0
Cotija,0.380629106,2017,1,1
Charapan,0.376540656,2017,1,0
Cheran,0.129447134,2017,1,0
Chilchota,0.131352227,2017,1,1
Gabriel Zamora,0.286646839,2017,1,0
Hidalgo,0.410571593,2017,1,1
Jacona,0.376663902,2017,1,0
Jiquilpan,0.385408818,2017,1,0
Jungapeo,0.316322527,2017,1,1
La Piedad,0.393347193,2017,1,0
Lazaro Cardenas,0.431203426,2017,1,0
Los Reyes,0.382843795,2017,1,1
Morelia,0.41866968,2017,1,0
Mugica,0.322962039,2017,1,0
Nocupetaro,0.158518371,2017,1,0
Nuevo Urecho,0.104767808,2017,1,0
Paracuaro,0.204259582,2017,1,0
Paracho,0.33706097,2017,1,0
Patzcuaro,0.395474309,2017,1,1
Periban,0.287301176,2017,1,1
Quiroga,0.160136365,2017,1,1
Sahuayo,0.326727131,2017,1,0
Tacambaro,0.350564792,2017,1,1
Taretan,0.387145014,2017,1,1
Tinguindin,0.361067968,2017,1,1
Tocumbo,0.418506997,2017,1,1
Turicato,0.16779472,2017,1,1
Uruapan,0.387623947,2017,1,1
Venustiano Carranza,0.202287893,2017,1,0
Zacapu,0.392118888,2017,1,0
Zamora,0.395699503,2017,1,0
Zitacuaro,0.396483352,2017,1,1
Tarimbaro,0.338269321,2017,1,1
Angangueo,0.295728477,2017,1,0
Acuitzio,0.144352291,2017,1,1
Ario,0.262981912,2017,1,1
Erongaricuaro,0.179781228,2017,1,1
La Huacana,0.343259059,2017,1,0
Huiramba,0.141285819,2017,1,1
Lagunillas,0.284306098,2017,1,1
Madero,0.250977144,2017,1,1
Salvador Escalante,0.312974705,2017,1,1
Tingambato,0.26528219,2017,1,1
Tzintzuntzan,0.10059648,2017,1,1
Angamacutiro,0.249520821,2017,1,0
Jose Sixto Verduzco,0.192407737,2017,1,0
Morelos,0.259037034,2017,1,0
Panindicuaro,0.321814722,2017,1,0
Penjamillo,0.411401782,2017,1,0
Puruandiro,0.346992857,2017,1,0
Churumuco,0.248502703,2017,1,0
Tlalpujahua,0.336702567,2017,1,0
Tepalcatepec,0.337147282,2017,1,0
Buenavista,0.190784486,2017,1,0
Pajacuaran,0.088172176,2017,1,0
Zinapecuaro,0.304757632,2017,1,1
Querendaro,0.047993865,2017,1,0
Indaparapeo,0.021028197,2017,1,0
Ocampo,0.098339002,2017,1,1
Vista Hermosa,0.211753087,2017,1,0
Tanhuato,0.321692372,2017,1,0
Brisenas,0.247752313,2017,1,0
Zinaparo,0,2017,1,0
Churintzio,0.083640623,2017,1,0
Numaran,0.322168312,2017,1,0
Maravatio,0.32022446,2017,1,0
Contepec,0.335125124,2017,1,0
Huetamo,0.350592602,2017,1,0
San Lucas,0.30599321,2017,1,0
Tangancicuaro,0.302807712,2017,1,1
Purepero,0.227966321,2017,1,1
Tlazazalca,0.25460419,2017,1,0
Cojumatlan de Regules,0.259708553,2017,1,0
Irimbo,0.179780474,2017,1,0
Aporo,0.140815848,2017,1,0
Tuxpan,0.333941355,2017,1,1
Senguio,0.097651725,2017,1,0
Charo,0.205298496,2017,1,0
Alvaro Obregon,0.392977476,2017,1,0
Chavinda,0.264270852,2017,1,0
Tangamandapio,0.273150074,2017,1,1
Ziracuaretiro,0.200865384,2017,1,1
Nuevo Parangaricutiro,0.234459121,2017,1,1
Coeneo,0.059730373,2017,1,0
Jimenez,0.266800314,2017,1,0
Yurecuaro,0.325974782,2017,1,0
Nahuatzen,0.120458376,2017,1,0
Ecuandureo,0.306989967,2017,1,0
Villamar,0.187068543,2017,1,0
Coalcoman,0.323475895,2017,1,0
Tiquicheo,0.139881025,2017,1,0
Tumbiscatio,0.050463065,2017,1,0
Tuzantla,0.067969883,2017,1,0
Aguililla,0.238727042,2017,1,0
Huaniqueo,0.113938437,2017,1,0
Ixtlan,0.17158817,2017,1,0
Tancitaro,0.259037114,2017,1,1
Cuitzeo,0.325336276,2017,1,0
Chucandiro,0,2017,1,0
Santa Ana Maya,0.159102526,2017,1,0
Huandacareo,0.181783599,2017,1,0
Copandaro,0.192140189,2017,1,0
Tzitzio,0.305955996,2017,1,0
Marcos Castellanos,0.19034496,2017,1,0
Juarez,0.255798901,2017,1,1
Coahuayana,0.309168685,2017,1,0
Aquila,0.436881744,2017,1,0
Epitacio Huerta,0,2017,1,0
Apatzingan,0.385063342,2018,1,1
Arteaga,0.330450843,2018,1,0
Cotija,0.366124292,2018,1,1
Charapan,0.38085257,2018,1,0
Cheran,0.134623209,2018,1,0
Chilchota,0.130093534,2018,1,1
Gabriel Zamora,0.258903383,2018,1,0
Hidalgo,0.402799584,2018,1,1
Jacona,0.363468643,2018,1,0
Jiquilpan,0.379013106,2018,1,0
Jungapeo,0.30992623,2018,1,1
La Piedad,0.38584901,2018,1,0
Lazaro Cardenas,0.424453426,2018,1,0
Los Reyes,0.367333369,2018,1,1
Morelia,0.413550255,2018,1,0
Mugica,0.306555065,2018,1,0
Nocupetaro,0.150284369,2018,1,0
Nuevo Urecho,0.096466713,2018,1,0
Paracuaro,0.19770941,2018,1,0
Paracho,0.327652628,2018,1,0
Patzcuaro,0.388462228,2018,1,1
Periban,0.298235936,2018,1,1
Quiroga,0.152812706,2018,1,1
Sahuayo,0.313612431,2018,1,0
Tacambaro,0.339858973,2018,1,1
Taretan,0.373252757,2018,1,1
Tinguindin,0.342211357,2018,1,1
Tocumbo,0.402099351,2018,1,1
Turicato,0.183068744,2018,1,1
Uruapan,0.379849182,2018,1,1
Venustiano Carranza,0.189142873,2018,1,0
Zacapu,0.377533364,2018,1,0
Zamora,0.386780319,2018,1,0
Zitacuaro,0.390488991,2018,1,1
Tarimbaro,0.331230722,2018,1,1
Angangueo,0.229621675,2018,1,0
Acuitzio,0.167916441,2018,1,1
Ario,0.257548161,2018,1,1
Erongaricuaro,0.171611774,2018,1,1
La Huacana,0.320462313,2018,1,0
Huiramba,0.154234366,2018,1,1
Lagunillas,0.291055467,2018,1,1
Madero,0.221168695,2018,1,1
Salvador Escalante,0.258710474,2018,1,1
Tingambato,0.258380164,2018,1,1
Tzintzuntzan,0.088016476,2018,1,1
Angamacutiro,0.264850565,2018,1,0
Jose Sixto Verduzco,0.209406128,2018,1,0
Morelos,0.290333643,2018,1,0
Panindicuaro,0.322359621,2018,1,0
Penjamillo,0.410879291,2018,1,0
Puruandiro,0.341665033,2018,1,0
Churumuco,0.135784888,2018,1,0
Tlalpujahua,0.326837843,2018,1,0
Tepalcatepec,0.33129525,2018,1,0
Buenavista,0.197302754,2018,1,0
Pajacuaran,0.089121802,2018,1,0
Zinapecuaro,0.351090092,2018,1,1
Querendaro,0.045358015,2018,1,0
Indaparapeo,0.075029409,2018,1,0
Ocampo,0.13232087,2018,1,1
Vista Hermosa,0.205507232,2018,1,0
Tanhuato,0.295836532,2018,1,0
Brisenas,0.23449642,2018,1,0
Zinaparo,0.002819549,2018,1,0
Churintzio,0.053512717,2018,1,0
Numaran,0.314451353,2018,1,0
Maravatio,0.309845602,2018,1,0
Contepec,0.377330313,2018,1,0
Huetamo,0.348360426,2018,1,0
San Lucas,0.293206841,2018,1,0
Tangancicuaro,0.312612389,2018,1,1
Purepero,0.222861722,2018,1,1
Tlazazalca,0.228461392,2018,1,0
Cojumatlan de Regules,0.240395894,2018,1,0
Irimbo,0.145221009,2018,1,0
Aporo,0.071386946,2018,1,0
Tuxpan,0.33066332,2018,1,1
Senguio,0.073520903,2018,1,0
Charo,0.180418635,2018,1,0
Alvaro Obregon,0.384468386,2018,1,0
Chavinda,0.24842989,2018,1,0
Tangamandapio,0.267189994,2018,1,1
Ziracuaretiro,0.204136403,2018,1,1
Nuevo Parangaricutiro,0.234207297,2018,1,1
Coeneo,0.105104042,2018,1,0
Jimenez,0.251199007,2018,1,0
Yurecuaro,0.30849517,2018,1,0
Nahuatzen,0.126058598,2018,1,0
Ecuandureo,0.294929132,2018,1,0
Chinicuila,0.080935956,2018,1,0
Villamar,0.163373843,2018,1,0
Coalcoman,0.313877363,2018,1,0
Tiquicheo,0.125901118,2018,1,0
Tumbiscatio,0.060239651,2018,1,0
Tuzantla,0.014555193,2018,1,0
Aguililla,0.166920223,2018,1,0
Huaniqueo,0.079824641,2018,1,0
Ixtlan,0.181645173,2018,1,0
Tancitaro,0.278349601,2018,1,1
Cuitzeo,0.310596167,2018,1,0
Chucandiro,0,2018,1,0
Santa Ana Maya,0.170391411,2018,1,0
Huandacareo,0.180686443,2018,1,0
Copandaro,0.147508829,2018,1,0
Tzitzio,0.201217271,2018,1,0
Marcos Castellanos,0.201028699,2018,1,0
Juarez,0.267444313,2018,1,1
Coahuayana,0.302208354,2018,1,0
Aquila,0.440857008,2018,1,0
Epitacio Huerta,0.053571429,2018,1,0
Apatzingan,0.360937338,2019,1,1
Arteaga,0.33108564,2019,1,0
Cotija,0.347894759,2019,1,1
Charapan,0.374752413,2019,1,0
Cheran,0.106505169,2019,1,0
Chilchota,0.10878932,2019,1,1
Gabriel Zamora,0.245841385,2019,1,0
Hidalgo,0.38401184,2019,1,1
Jacona,0.353914537,2019,1,0
Jiquilpan,0.363182303,2019,1,0
Jungapeo,0.328509258,2019,1,1
La Piedad,0.372267522,2019,1,0
Lazaro Cardenas,0.412559134,2019,1,0
Los Reyes,0.341616342,2019,1,1
Morelia,0.402753921,2019,1,0
Mugica,0.295598039,2019,1,0
Nocupetaro,0.190146593,2019,1,0
Nuevo Urecho,0.091272158,2019,1,0
Paracuaro,0.188676039,2019,1,0
Paracho,0.296292711,2019,1,0
Patzcuaro,0.348612558,2019,1,1
Periban,0.293586473,2019,1,1
Quiroga,0.13205185,2019,1,1
Sahuayo,0.279194671,2019,1,0
Tacambaro,0.325941173,2019,1,1
Taretan,0.360175641,2019,1,1
Tinguindin,0.325860042,2019,1,1
Tocumbo,0.37654027,2019,1,1
Turicato,0.169201176,2019,1,1
Uruapan,0.36791472,2019,1,1
Venustiano Carranza,0.163973535,2019,1,0
Zacapu,0.355548427,2019,1,0
Zamora,0.372846646,2019,1,0
Zitacuaro,0.36046917,2019,1,1
Tarimbaro,0.31019092,2019,1,1
Angangueo,0.196479379,2019,1,0
Acuitzio,0.131346389,2019,1,1
Ario,0.24245369,2019,1,1
Erongaricuaro,0.192408376,2019,1,1
La Huacana,0.309480843,2019,1,0
Huiramba,0.103561279,2019,1,1
Lagunillas,0.282855752,2019,1,1
Madero,0.155242451,2019,1,1
Salvador Escalante,0.232573368,2019,1,1
Tingambato,0.251976808,2019,1,1
Tzintzuntzan,0.082479074,2019,1,1
Angamacutiro,0.238223184,2019,1,0
Jose Sixto Verduzco,0.186645897,2019,1,0
Morelos,0.268946244,2019,1,0
Panindicuaro,0.283221701,2019,1,0
Penjamillo,0.38213275,2019,1,0
Puruandiro,0.313023167,2019,1,0
Churumuco,0.03531746,2019,1,0
Tlalpujahua,0.31307461,2019,1,0
Tepalcatepec,0.310485152,2019,1,0
Buenavista,0.183957776,2019,1,0
Pajacuaran,0.056099894,2019,1,0
Zinapecuaro,0.312282574,2019,1,1
Querendaro,0.062163068,2019,1,0
Indaparapeo,0.114301182,2019,1,0
Ocampo,0.125570908,2019,1,1
Vista Hermosa,0.243045453,2019,1,0
Tanhuato,0.252062992,2019,1,0
Brisenas,0.19950521,2019,1,0
Zinaparo,0.004872312,2019,1,0
Churintzio,0.037376629,2019,1,0
Numaran,0.289793724,2019,1,0
Maravatio,0.28723839,2019,1,0
Contepec,0.351930184,2019,1,0
Huetamo,0.320000814,2019,1,0
San Lucas,0.268065638,2019,1,0
Tangancicuaro,0.311909827,2019,1,1
Purepero,0.196719125,2019,1,1
Tlazazalca,0.205707532,2019,1,0
Cojumatlan de Regules,0.203452155,2019,1,0
Irimbo,0.08217154,2019,1,0
Aporo,0,2019,1,0
Tuxpan,0.298914755,2019,1,1
Senguio,0.082665423,2019,1,0
Charo,0.153330325,2019,1,0
Alvaro Obregon,0.361134779,2019,1,0
Chavinda,0.222267116,2019,1,0
Tangamandapio,0.248221612,2019,1,1
Ziracuaretiro,0.189267114,2019,1,1
Nuevo Parangaricutiro,0.228934931,2019,1,1
Coeneo,0.106284735,2019,1,0
Jimenez,0.192142792,2019,1,0
Yurecuaro,0.281452343,2019,1,0
Nahuatzen,0.075228894,2019,1,0
Ecuandureo,0.2995845,2019,1,0
Chinicuila,0.068663934,2019,1,0
Villamar,0.167964555,2019,1,0
Coalcoman,0.286859357,2019,1,0
Tiquicheo,0.127119707,2019,1,0
Tumbiscatio,0.088657407,2019,1,0
Tuzantla,0.01986987,2019,1,0
Aguililla,0.169783812,2019,1,0
Huaniqueo,0.099856399,2019,1,0
Ixtlan,0.162075184,2019,1,0
Tancitaro,0.275446001,2019,1,1
Caracuaro,0.125,2019,1,0
Cuitzeo,0.277158911,2019,1,0
Chucandiro,0.022387651,2019,1,0
Santa Ana Maya,0.156586521,2019,1,0
Huandacareo,0.151498928,2019,1,0
Copandaro,0.082684697,2019,1,0
Tzitzio,0.274398938,2019,1,0
Marcos Castellanos,0.235893627,2019,1,0
Juarez,0.228537241,2019,1,1
Coahuayana,0.268335411,2019,1,0
Aquila,0.439856572,2019,1,0
Epitacio Huerta,0.071446568,2019,1,0
Apatzingan,0.330400193,2020,1,1
Arteaga,0.33039238,2020,1,0
Cotija,0.338844626,2020,1,1
Charapan,0.366131283,2020,1,0
Cheran,0.083706327,2020,1,0
Chilchota,0.082301962,2020,1,1
Gabriel Zamora,0.210042969,2020,1,0
Hidalgo,0.353742393,2020,1,1
Jacona,0.337172804,2020,1,0
Jiquilpan,0.333652917,2020,1,0
Jungapeo,0.298981895,2020,1,1
La Piedad,0.34672519,2020,1,0
Lazaro Cardenas,0.391090042,2020,1,0
Los Reyes,0.31554032,2020,1,1
Morelia,0.383586203,2020,1,0
Mugica,0.254755639,2020,1,0
Nocupetaro,0.169048998,2020,1,0
Nuevo Urecho,0.083045267,2020,1,0
Paracuaro,0.149183774,2020,1,0
Paracho,0.259904209,2020,1,0
Patzcuaro,0.315166375,2020,1,1
Periban,0.276587799,2020,1,1
Quiroga,0.119537074,2020,1,1
Sahuayo,0.247250393,2020,1,0
Tacambaro,0.303666247,2020,1,1
Taretan,0.315236738,2020,1,1
Tinguindin,0.295493129,2020,1,1
Tocumbo,0.357164999,2020,1,1
Turicato,0.184106701,2020,1,1
Uruapan,0.348368536,2020,1,1
Venustiano Carranza,0.140900888,2020,1,0
Zacapu,0.324134256,2020,1,0
Zamora,0.349537583,2020,1,0
Zitacuaro,0.331113833,2020,1,1
Tarimbaro,0.277459051,2020,1,1
Angangueo,0.236585178,2020,1,0
Acuitzio,0.087498574,2020,1,1
Ario,0.239621774,2020,1,1
Erongaricuaro,0.199614558,2020,1,1
La Huacana,0.310125996,2020,1,0
Huiramba,0.080599226,2020,1,1
Lagunillas,0.265888473,2020,1,1
Madero,0.146785109,2020,1,1
Salvador Escalante,0.216451634,2020,1,1
Tingambato,0.248076184,2020,1,1
Tzintzuntzan,0.061709421,2020,1,1
Angamacutiro,0.218010573,2020,1,0
Jose Sixto Verduzco,0.148293636,2020,1,0
Morelos,0.26297128,2020,1,0
Panindicuaro,0.278854222,2020,1,0
Penjamillo,0.317611786,2020,1,0
Puruandiro,0.283450631,2020,1,0
Churumuco,0.017590049,2020,1,0
Tlalpujahua,0.280451749,2020,1,0
Tepalcatepec,0.270193859,2020,1,0
Buenavista,0.168290024,2020,1,0
Pajacuaran,0.025186428,2020,1,0
Zinapecuaro,0.257709208,2020,1,1
Querendaro,0.047601371,2020,1,0
Indaparapeo,0.196115105,2020,1,0
Ocampo,0.091526047,2020,1,1
Vista Hermosa,0.17478253,2020,1,0
Tanhuato,0.201221494,2020,1,0
Brisenas,0.225476678,2020,1,0
Zinaparo,0,2020,1,0
Churintzio,0.040208241,2020,1,0
Numaran,0.277274551,2020,1,0
Maravatio,0.258674882,2020,1,0
Contepec,0.333681752,2020,1,0
Huetamo,0.294725686,2020,1,0
San Lucas,0.232966328,2020,1,0
Tangancicuaro,0.288372986,2020,1,1
Purepero,0.169774804,2020,1,1
Tlazazalca,0.182507434,2020,1,0
Cojumatlan de Regules,0.162468105,2020,1,0
Irimbo,0.067694391,2020,1,0
Aporo,0,2020,1,0
Tuxpan,0.254076972,2020,1,1
Senguio,0.080296496,2020,1,0
Charo,0.139757922,2020,1,0
Alvaro Obregon,0.332249175,2020,1,0
Chavinda,0.196714099,2020,1,0
Tangamandapio,0.247196422,2020,1,1
Ziracuaretiro,0.161336623,2020,1,1
Nuevo Parangaricutiro,0.229126717,2020,1,1
Coeneo,0.100010885,2020,1,0
Jimenez,0.175888709,2020,1,0
Yurecuaro,0.247573567,2020,1,0
Nahuatzen,0.065497316,2020,1,0
Ecuandureo,0.305641978,2020,1,0
Villamar,0.189833035,2020,1,0
Coalcoman,0.278142553,2020,1,0
Tiquicheo,0.08749404,2020,1,0
Tumbiscatio,0.076970701,2020,1,0
Tuzantla,0.023187903,2020,1,0
Aguililla,0.156835172,2020,1,0
Huaniqueo,0.076543336,2020,1,0
Ixtlan,0.129602479,2020,1,0
Tancitaro,0.275410197,2020,1,1
Caracuaro,0.086309524,2020,1,0
Cuitzeo,0.242438219,2020,1,0
Chucandiro,0,2020,1,0
Santa Ana Maya,0.140616641,2020,1,0
Huandacareo,0.125867748,2020,1,0
Copandaro,0.085369997,2020,1,0
Tzitzio,0.180436854,2020,1,0
Marcos Castellanos,0.253612712,2020,1,0
Juarez,0.17894048,2020,1,1
Coahuayana,0.25766293,2020,1,0
Aquila,0.411087204,2020,1,0
Epitacio Huerta,0.059409341,2020,1,0
