cve,year,se1_0,se1_1,se1_3,se1_4,se1_5,se1_6,se1_7,se1_8,se1_9,rs_w1,rs_w2,rs_w3,rs_w4,rs_w5,rs_w6,rs_w7,rs_w8,rs_w9,rs_w10,rs_w11,rs_w12,rs_w13,rs_w14,rs_w15,rs_w16,rs_w17,rs_w18,rs_w19,rs_w20,rs_w21,rs_w22,rs_w23,rs_w24,rs_w25,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,mun,trat,pto
O47,2017,96,0,61,53,0,44,0,4,104,1,331,13,5,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,261,58,0,0,0,0,Senguio,0,1
O64,2017,0,0,0,36,0,207,0,0,0,0,81,97,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,93,128,0,0,0,0,Tiquicheo,0,1
O66,2017,12,0,19,143,0,180,68,56,0,0,440,28,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,44,47,315,72,0,0,0,Tuzantla,0,1
O79,2017,0,0,0,55,0,217,0,59,0,0,125,34,102,27,24,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,260,0,0,0,0,Juarez,1,1
O80,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Susupuato,0,1
S54,2017,0,0,36,0,0,24,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,Epitacio Huerta,0,1
C76,2017,12,0,113,0,1602,113,47,16,0,0,202,75,14,81,113,145,134,138,89,109,78,74,102,63,71,64,56,48,52,64,37,25,69,0,76,151,456,1220,0,0,0,Arteaga,0,1
C87,2017,325,1543,14018,8489,3151,23901,17849,17708,11755,150,31182,13057,10124,7236,5297,4951,4152,3226,2559,2133,1888,1528,1482,1306,1137,1045,963,942,830,698,878,761,1057,0,4781,14399,32882,21780,7732,3527,13547,Lazaro Cardenas,0,1
O61,2018,0,0,0,132,0,0,0,0,0,0,56,46,4,5,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,126,0,0,0,0,Chinicuila,0,1
O81,2018,767,0,127,75,240,807,19,403,1,0,1370,376,345,75,64,44,31,26,24,22,13,17,4,4,4,2,6,0,2,1,3,0,0,0,124,751,1103,461,0,0,0,Coahuayana,0,1
O82,2018,0,1253,12,389,0,300,190,167,0,0,658,457,170,136,153,48,95,74,53,24,45,45,49,52,38,23,24,12,23,23,20,57,0,0,108,234,700,1269,0,0,0,Aquila,0,1
C89,2018,6000,656,64245,25052,5730,106655,17968,85398,55357,2163,107013,59352,41444,29719,22663,17130,14211,11331,8821,7185,6399,6009,5300,4339,3997,3139,2755,2513,2081,1803,2385,4566,0,0,17954,43220,101906,97085,40867,27194,38582,Morelia,0,1
C91,2018,0,0,9,24,0,149,0,47,0,0,129,77,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,47,149,0,0,0,0,Nocupetaro,0,1
C95,2018,776,0,2994,1623,887,10443,1100,3799,5811,20,13991,4348,2438,1280,982,748,736,512,338,350,241,203,309,149,137,138,96,69,34,67,61,171,0,0,1888,5097,10337,9405,703,0,0,Patzcuaro,1,1
C97,2018,12,0,840,357,0,1866,37,496,1016,22,3408,737,329,23,17,38,28,2,6,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,579,1314,2084,647,0,0,0,Quiroga,1,1
C99,2018,2922,48,4060,783,341,6659,336,1783,2210,14,7837,4008,2575,1134,621,487,441,379,193,105,197,107,120,80,54,32,36,28,17,8,36,51,0,0,858,2463,7700,5867,1295,585,312,Tacambaro,1,1
D04,2018,758,0,66,15,0,571,12,200,70,0,900,311,147,19,11,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,293,1002,190,115,0,0,Turicato,1,1
D07,2018,735,228,9135,3133,876,10383,1271,3893,2405,129,17987,4190,2474,1576,993,753,596,502,433,349,273,194,245,228,146,131,74,48,46,46,67,167,0,0,3064,7154,12398,6999,2162,0,0,Zacapu,0,1
D10,2018,427,285,3154,1700,0,7547,884,1714,2234,87,8826,3511,1713,1037,662,553,438,257,168,110,192,74,76,42,26,44,17,15,10,9,9,56,0,0,903,2954,6703,4922,1618,845,0,Tarimbaro,1,1
K77,2018,511,54,202,64,0,488,0,175,125,0,1226,181,125,47,10,4,8,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,477,1081,0,0,0,0,Acuitzio,1,1
K78,2018,1702,0,577,225,0,4141,558,752,1146,42,4556,1811,1258,461,324,177,153,79,26,14,14,25,20,4,0,0,0,0,0,0,0,1,0,0,577,1835,4691,1892,0,0,0,Ario,1,1
K79,2018,182,0,98,8,0,127,0,36,139,0,454,87,12,0,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,448,0,0,0,0,Erongaricuaro,1,1
K80,2018,0,1685,12,615,0,527,0,118,109,0,789,663,451,349,249,180,89,70,43,39,20,25,10,11,6,6,10,6,8,4,5,4,0,0,161,303,637,1936,0,0,0,La Huacana,0,1
K81,2018,917,0,40,153,0,118,0,0,60,0,983,193,41,29,0,13,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,78,683,203,0,118,141,Huiramba,1,1
K82,2018,255,0,30,56,0,325,13,742,0,0,675,232,181,130,24,76,56,20,19,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,47,179,599,596,0,0,0,Lagunillas,1,1
K83,2018,202,0,426,42,0,569,0,134,264,12,1092,244,67,67,12,48,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,405,918,56,0,0,0,Madero,1,1
K84,2018,1157,0,1922,186,0,1094,5,690,745,0,3549,1070,500,217,60,78,146,70,48,3,5,4,10,0,0,0,0,0,0,12,8,0,0,0,350,1308,2710,1431,0,0,0,Salvador Escalante,1,1
K86,2018,254,0,187,52,0,260,13,168,0,0,811,77,32,4,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,112,655,125,0,0,0,Tzintzuntzan,1,1
L22,2018,68,0,71,0,0,402,0,217,178,0,664,78,59,18,52,27,8,1,18,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,89,358,489,0,0,0,0,Angamacutiro,0,1
L23,2018,234,0,184,77,0,534,12,152,34,0,836,181,82,49,43,16,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,277,848,0,0,0,0,Jose Sixto Verduzco,0,1
L24,2018,0,0,0,0,0,164,0,140,0,0,179,15,35,29,24,4,6,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,53,59,192,0,0,0,0,Morelos,0,1
L25,2018,0,0,466,927,0,565,13,303,32,0,1143,372,321,152,134,22,38,10,15,6,9,8,10,8,28,4,2,2,5,3,2,0,0,0,219,264,620,1203,0,0,0,Panindicuaro,0,1
L27,2018,841,162,1801,1058,425,6547,200,1818,2009,60,8101,2299,1229,705,516,396,208,231,92,66,154,92,137,81,56,38,25,13,4,2,14,14,0,0,1632,3652,6611,2733,0,0,0,Puruandiro,0,1
M45,2018,0,0,185,4,0,103,0,12,0,0,254,6,22,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,79,173,0,0,0,Churumuco,0,1
O24,2018,343,76,1157,1151,282,4039,571,1606,384,12,5775,1286,709,392,230,244,188,123,103,64,70,49,40,32,33,26,15,11,14,2,4,88,0,0,903,2012,4167,2446,0,0,0,Zinapecuaro,1,1
O25,2018,218,0,321,100,0,427,63,65,52,20,1164,24,8,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,585,489,0,0,0,0,Querendaro,0,1
O26,2018,36,0,224,24,0,267,59,30,84,0,693,0,6,11,2,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,372,275,0,0,0,0,Indaparapeo,0,1
O48,2018,399,120,439,392,0,514,309,176,89,0,1811,299,166,70,44,0,16,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,560,1467,212,0,0,0,Charo,0,1
O49,2018,399,0,135,154,0,525,770,512,100,0,1634,218,79,42,72,102,136,104,83,19,6,23,15,13,6,0,2,2,0,0,5,22,0,0,225,794,1552,12,0,0,0,Alvaro Obregon,0,1
O54,2018,71,0,84,197,0,541,36,121,281,24,1123,114,21,14,4,4,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,621,608,0,0,0,0,Coeneo,0,1
O55,2018,57,0,268,181,0,388,172,319,115,12,904,271,111,87,29,37,10,17,9,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,139,313,661,387,0,0,0,Jimenez,0,1
O68,2018,48,0,172,24,0,259,0,36,0,0,491,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,58,407,0,0,0,0,Huaniqueo,0,1
O71,2018,0,0,0,5,0,27,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,Caracuaro,0,1
O72,2018,271,88,673,1394,209,888,138,177,320,70,2398,641,389,173,93,89,99,30,38,35,28,2,28,8,2,2,0,6,8,0,1,3,0,0,218,622,1934,310,1059,0,0,Cuitzeo,0,1
O73,2018,0,0,7,0,0,24,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,Chucandiro,0,1
O74,2018,57,0,221,33,0,419,0,132,12,12,601,150,50,37,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,311,443,0,0,0,0,Santa Ana Maya,0,1
O75,2018,301,0,377,164,0,740,214,699,149,12,1995,332,57,53,45,36,14,18,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,295,769,1528,0,0,0,0,Huandacareo,0,1
O76,2018,181,0,71,132,0,74,81,97,0,0,507,64,23,13,0,12,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,317,243,20,0,0,0,Copandaro,0,1
O77,2018,12,56,0,7,0,69,0,4,0,0,115,0,1,23,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,109,0,0,0,0,Tzitzio,0,1
C75,2018,1182,31,5393,1550,938,15365,1860,5472,3636,71,18943,5174,2962,1627,1287,1032,751,638,490,348,286,290,315,261,197,165,114,102,81,43,89,157,0,0,2976,8006,14954,9491,0,0,0,Apatzingan,1,1
C78,2018,0,0,137,66,0,24,0,0,60,0,90,28,26,16,34,35,12,10,2,6,2,0,4,0,3,8,1,2,4,0,1,3,0,0,24,60,203,0,0,0,0,Charapan,0,1
C79,2018,0,0,12,144,0,294,0,0,160,0,392,148,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,57,515,0,0,0,0,Cheran,0,1
C81,2018,512,0,312,341,174,1327,66,150,100,0,1772,538,307,87,65,65,26,32,27,18,4,2,11,2,0,0,0,0,0,0,0,2,0,0,151,705,1841,285,0,0,0,Gabriel Zamora,0,1
C90,2018,604,0,1282,1107,544,4339,36,833,289,14,5441,1613,676,390,135,112,160,132,60,54,47,56,47,20,24,8,10,10,2,7,2,14,0,0,727,1543,4586,2178,0,0,0,Mugica,0,1
C92,2018,123,0,264,88,0,109,0,34,0,0,524,52,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,124,471,0,0,0,0,Nuevo Urecho,0,1
C93,2018,354,0,493,29,137,267,0,12,12,0,1030,123,43,24,12,48,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,291,921,0,0,0,0,Paracuaro,0,1
C94,2018,0,0,2383,277,243,1571,51,453,142,24,2945,882,405,247,151,58,82,68,45,42,42,27,24,18,6,24,4,0,10,4,2,10,0,0,394,1037,2901,788,0,0,0,Paracho,0,1
D01,2018,1273,0,1552,105,0,421,24,335,179,0,1656,454,332,249,190,155,112,81,65,64,43,67,40,18,12,15,6,2,4,0,2,10,0,0,243,772,717,1161,661,335,0,Taretan,1,1
D05,2018,11027,159,40530,9875,4317,51180,10273,27681,17468,581,60460,32787,21285,14124,10446,6927,5322,3899,2676,2072,1661,1537,1374,1155,1050,914,619,521,412,342,640,1201,0,0,10094,24530,54515,50421,20676,4627,7363,Uruapan,1,1
K85,2018,666,0,12,60,0,247,12,326,12,0,699,229,201,70,63,20,29,10,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,176,303,844,12,0,0,0,Tingambato,1,1
O21,2018,1017,302,292,250,445,2241,92,457,341,0,2683,1080,477,270,261,161,125,103,56,62,50,25,13,4,11,6,4,2,4,2,7,19,0,0,341,1102,2917,898,179,0,0,Tepalcatepec,0,1
O22,2018,295,0,883,227,322,1395,27,279,337,2,2680,624,268,30,84,15,16,6,12,5,3,2,0,0,0,2,0,0,0,12,0,4,0,0,439,790,2536,0,0,0,0,Buenavista,0,1
O52,2018,1297,0,622,228,0,652,37,838,403,14,2616,627,440,167,135,54,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,782,2421,335,236,0,0,Ziracuaretiro,1,1
O53,2018,1667,0,929,111,0,1085,153,573,493,1,3715,715,182,132,56,52,53,12,2,7,36,0,0,0,12,0,0,0,0,0,36,0,0,0,287,1057,2916,751,0,0,0,Nuevo Parangaricutiro,1,1
O59,2018,0,0,207,61,0,324,0,0,12,0,423,159,10,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,245,304,0,0,0,0,Nahuatzen,0,1
O63,2018,66,0,327,368,0,1200,24,239,1991,3,2084,878,339,190,190,122,162,79,77,31,29,13,0,0,14,0,0,2,0,0,0,2,0,0,128,670,1642,1775,0,0,0,Coalcoman,0,1
O65,2018,0,0,48,28,0,24,0,0,0,0,84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,0,0,0,0,0,Tumbiscatio,0,1
O67,2018,104,0,325,12,0,300,0,12,35,0,561,173,0,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,288,443,0,0,0,0,Aguililla,0,1
O70,2018,2611,57,1803,159,0,1548,226,373,564,27,3455,1741,955,456,237,80,117,69,69,23,45,17,17,2,8,2,2,0,0,0,11,8,0,0,593,1529,2809,2228,182,0,0,Tancitaro,1,1
C77,2018,344,0,615,471,114,3169,88,342,1017,24,3064,1159,608,318,194,204,133,94,34,41,41,15,44,22,13,14,17,4,8,6,17,74,0,0,589,1119,3105,31,1316,0,0,Cotija,1,1
C80,2018,36,59,173,188,0,728,0,77,0,12,932,230,56,16,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,377,725,0,0,0,0,Chilchota,1,1
C83,2018,6726,0,12423,1686,136,11294,1826,3316,2110,20,15188,7538,4805,3349,2332,1505,1055,741,561,419,364,285,166,176,115,104,86,93,60,45,131,311,0,0,1538,4679,10866,11676,3748,2720,4290,Jacona,0,1
C84,2018,466,23,4947,855,823,2468,158,1050,1653,60,7310,1648,935,481,384,222,247,204,121,92,146,92,88,58,66,68,17,21,18,21,47,73,0,0,921,2509,4138,4875,0,0,0,Jiquilpan,0,1
C86,2018,3660,12,17926,3599,847,23360,2462,8386,4816,148,28975,12121,6685,4213,2738,2126,1349,1087,797,761,640,412,467,492,311,253,177,217,197,154,222,489,0,0,3363,10002,23303,18534,5304,4562,0,La Piedad,0,1
C88,2018,5296,0,3675,1158,650,10636,1337,5858,2990,44,16096,5044,2990,1670,1217,936,758,501,408,225,250,231,189,197,112,139,98,37,71,55,79,86,0,0,2935,6463,11709,8686,1485,322,0,Los Reyes,1,1
C96,2018,3636,12,3248,578,0,5757,438,522,889,13,6090,3181,2306,1186,866,525,295,147,66,82,96,52,18,54,18,18,6,14,6,8,8,25,0,0,947,2633,5999,5192,309,0,0,Periban,1,1
C98,2018,497,0,4838,1941,0,11446,1347,4263,3746,125,17047,4138,2129,1384,741,571,452,323,284,263,129,66,95,85,55,32,22,30,16,39,8,44,0,0,2628,6926,11931,6593,0,0,0,Sahuayo,0,1
D02,2018,1696,0,3316,94,0,429,74,597,329,24,2845,1316,837,558,271,115,164,108,32,36,13,42,8,20,24,0,38,0,0,24,27,33,0,0,318,774,2299,3144,0,0,0,Tinguindin,1,1
D03,2018,1454,0,2166,115,0,747,118,54,147,0,2199,504,371,250,142,95,143,126,59,60,35,43,54,14,14,0,4,2,38,6,14,47,0,0,288,498,1412,253,2057,293,0,Tocumbo,1,1
D06,2018,463,0,693,160,0,806,49,259,273,0,2177,197,119,69,36,35,32,11,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,279,888,1031,505,0,0,0,Venustiano Carranza,0,1
D08,2018,7601,274,25252,6248,1445,47505,7660,18673,17138,664,51245,22662,15474,10011,7148,5203,3765,2663,1977,1593,1289,1133,1136,950,795,657,509,391,391,309,460,836,0,0,7704,19586,46177,35584,8032,2433,12005,Zamora,0,1
L26,2018,0,0,0,13,191,327,3,132,10,0,322,56,58,43,20,26,24,32,20,14,13,8,16,4,2,2,0,2,10,2,2,0,0,0,34,156,486,0,0,0,0,Penjamillo,0,1
O23,2018,346,0,116,92,0,232,0,24,241,0,872,137,24,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,139,532,300,0,0,0,Pajacuaran,0,1
O28,2018,134,0,995,446,0,1194,324,466,215,0,1969,823,587,247,74,39,29,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,606,1704,1201,0,0,0,Vista Hermosa,0,1
O29,2018,1270,0,280,169,0,1069,258,487,97,9,2491,398,168,105,137,108,58,36,12,24,24,24,24,0,0,1,11,0,0,0,0,0,0,0,151,481,1578,1189,231,0,0,Tanhuato,0,1
O30,2018,567,0,127,105,0,148,14,200,106,0,686,169,245,92,19,18,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,136,743,333,0,0,0,Brisenas,0,1
O31,2018,66,0,60,0,0,165,0,0,24,0,313,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,195,0,0,0,0,Zinaparo,0,1
O32,2018,0,0,140,69,35,153,0,36,111,0,482,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,161,347,0,0,0,0,Churintzio,0,1
O33,2018,1257,0,850,120,0,1130,424,112,201,12,1856,1101,586,183,76,58,38,8,30,7,10,18,18,8,5,9,8,9,0,1,14,39,0,0,115,715,1695,1569,0,0,0,Numaran,0,1
O39,2018,4068,0,592,498,193,3354,623,862,796,39,6035,2238,962,399,367,240,156,86,134,64,50,33,36,10,18,10,40,4,10,4,10,36,0,0,713,1950,4567,2343,460,100,853,Tangancicuaro,1,1
O40,2018,356,0,2867,166,302,1863,145,816,328,44,4711,1225,378,127,44,54,22,46,41,25,36,11,17,6,18,0,2,0,0,0,0,0,0,0,735,1718,2974,1260,156,0,0,Purepero,1,1
O41,2018,156,198,37,19,0,242,0,0,85,0,513,67,49,48,36,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,198,525,0,0,0,0,Tlazazalca,0,1
O43,2018,24,0,79,75,0,267,0,85,89,0,488,25,23,28,19,16,8,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,55,193,371,0,0,0,0,Cojumatlan de Regules,0,1
O50,2018,243,0,832,53,0,781,147,279,126,0,1345,525,236,170,55,22,59,13,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,514,794,1013,0,0,0,Chavinda,0,1
O51,2018,223,0,876,22,0,744,61,283,340,0,1604,455,203,118,38,4,27,32,21,0,3,0,24,12,0,0,1,0,7,0,0,0,0,0,330,603,1127,489,0,0,0,Tangamandapio,1,1
O56,2018,1211,0,1353,193,345,3745,45,433,485,11,5003,1008,551,312,221,150,163,107,86,24,41,35,24,14,8,2,9,10,7,5,3,16,0,0,487,1877,4268,796,382,0,0,Yurecuaro,0,1
O60,2018,49,0,666,59,0,1457,565,95,102,0,1500,724,260,160,88,83,40,47,20,16,7,9,6,2,18,3,6,2,0,0,2,0,0,0,186,378,1812,617,0,0,0,Ecuandureo,0,1
O62,2018,242,0,12,15,0,191,34,117,0,16,526,2,23,12,17,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,174,400,0,0,0,0,Villamar,0,1
O69,2018,317,0,153,4,0,250,0,152,182,0,798,128,41,37,39,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,143,758,0,0,0,0,Ixtlan,0,1
O78,2018,153,0,913,63,0,774,660,329,184,0,1997,537,336,44,58,50,40,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,806,2050,0,0,0,0,Marcos Castellanos,0,1
C82,2018,471,24,3456,3470,2317,8794,751,3053,5545,34,14074,3665,2275,1633,1190,848,784,517,379,305,258,315,278,274,243,135,132,133,72,62,69,126,0,0,2771,5902,10466,6570,0,2172,0,Hidalgo,1,1
C85,2018,106,269,314,102,0,570,12,373,159,1,821,300,153,188,162,115,60,28,13,11,5,4,0,0,2,0,9,0,0,2,0,5,0,0,222,329,1089,265,0,0,0,Jungapeo,1,1
D09,2018,746,6,5215,2521,887,16426,1118,7299,5747,183,19152,5780,3512,2019,1763,1471,1112,897,677,536,384,431,315,318,312,175,99,115,110,40,67,140,0,0,3446,7718,14606,9524,4110,368,0,Zitacuaro,1,1
H44,2018,0,247,72,3,0,76,2,31,161,0,401,146,0,0,0,21,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,167,350,0,0,0,0,Angangueo,0,1
N97,2018,10,0,2102,74,0,286,12,199,117,222,1452,418,276,197,58,30,24,14,23,5,18,1,2,2,1,4,39,0,0,2,0,0,0,0,249,421,1562,568,0,0,0,Tlalpujahua,0,1
O27,2018,48,0,483,45,0,186,49,91,2,0,756,65,17,33,5,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,321,473,0,0,0,0,Ocampo,1,1
O34,2018,352,48,2012,1029,0,6538,893,3668,2266,47,8584,3134,1741,960,691,430,330,235,173,141,57,60,44,42,29,15,6,4,5,26,3,15,0,0,904,2511,8333,5058,0,0,0,Maravatio,0,1
O35,2018,124,0,160,383,721,432,53,1205,125,0,1286,498,447,219,226,132,56,49,32,58,43,10,42,36,12,2,0,0,0,5,9,41,0,0,88,358,1006,1751,0,0,0,Contepec,0,1
O36,2018,212,961,296,583,0,3458,108,821,979,0,4032,1098,645,346,272,269,178,131,89,111,58,55,16,18,17,26,15,8,4,4,6,20,0,0,508,1251,2978,2681,0,0,0,Huetamo,0,1
O37,2018,454,0,326,39,0,1206,136,102,0,0,1158,331,346,226,64,39,0,26,21,16,0,9,3,0,12,0,0,0,0,0,2,10,0,0,82,198,1153,782,48,0,0,San Lucas,0,1
O44,2018,106,36,241,187,0,548,41,16,0,0,864,196,81,11,7,0,10,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,344,717,0,0,0,0,Irimbo,0,1
O45,2018,0,0,48,1,0,0,49,0,44,0,130,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,105,24,0,0,0,0,Aporo,0,1
O46,2018,634,0,299,490,177,1222,64,683,251,24,2491,484,252,151,52,83,48,47,19,27,21,10,4,40,19,5,2,0,0,14,6,12,0,0,416,1027,1732,645,0,0,0,Tuxpan,1,1
O47,2018,82,0,87,21,0,59,0,24,63,0,295,30,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,251,37,0,0,0,0,Senguio,0,1
O64,2018,0,0,0,43,0,242,0,0,0,0,117,121,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,141,132,0,0,0,0,Tiquicheo,0,1
O66,2018,12,0,12,93,0,206,72,0,0,0,383,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,30,307,0,0,0,0,Tuzantla,0,1
O79,2018,0,0,0,71,0,236,0,96,0,0,171,36,111,30,22,10,4,12,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,49,332,0,0,0,0,Juarez,1,1
O80,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Susupuato,0,1
S54,2018,8,0,36,0,0,23,0,0,0,0,59,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,0,0,0,0,0,Epitacio Huerta,0,1
C76,2018,12,0,116,9,1548,115,61,26,0,0,245,73,14,111,91,142,129,100,109,95,70,99,75,74,68,75,52,56,60,30,36,83,0,0,54,212,440,1181,0,0,0,Arteaga,0,1
C87,2018,282,1640,14387,11048,3183,24395,19653,16617,12199,125,32749,14506,10543,7439,6344,4960,4385,3318,2428,2092,1685,1571,1598,1408,1372,1185,1096,839,903,760,694,1266,0,0,5003,14212,34195,21613,9180,6977,12135,Lazaro Cardenas,0,1
O61,2019,0,0,0,47,0,0,0,0,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,32,0,0,0,0,Chinicuila,0,1
O81,2019,1034,0,91,127,244,603,12,475,12,0,1687,396,234,54,56,35,32,39,16,12,10,6,4,8,4,0,0,2,2,1,0,0,0,0,160,741,1511,186,0,0,0,Coahuayana,0,1
O82,2019,0,1107,12,392,0,358,180,163,0,0,865,279,159,141,103,75,88,39,43,34,53,50,54,32,31,17,22,21,18,52,0,0,0,0,116,149,813,1134,0,0,0,Aquila,0,1
C89,2019,6174,506,63613,24212,5730,108128,17172,85245,53861,2289,119644,61267,39771,28084,19959,16727,12898,10456,8609,7558,6543,5161,4345,3382,3132,2754,2184,1955,2477,4567,0,0,0,0,18299,44044,100767,93481,42466,28406,36924,Morelia,0,1
C91,2019,0,0,12,24,0,156,0,24,0,0,123,55,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,156,0,0,0,0,Nocupetaro,0,1
C95,2019,761,0,3098,1995,846,11000,1101,3920,5679,36,15929,4510,2023,1181,986,810,680,466,369,273,207,185,255,102,122,49,33,35,23,83,0,0,0,0,1905,5151,11119,9287,935,0,0,Patzcuaro,1,1
C97,2019,14,0,847,396,0,1859,56,588,1033,24,3672,846,109,28,35,12,30,16,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,587,1489,2094,623,0,0,0,Quiroga,1,1
C99,2019,3147,33,5051,898,354,7257,370,1881,2388,28,9441,4825,2536,1020,568,532,551,344,165,208,161,130,77,56,44,20,17,30,41,71,0,0,0,0,746,3000,8332,6622,587,1574,446,Tacambaro,1,1
D04,2019,707,0,12,2,0,629,17,232,101,0,975,358,150,31,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,366,1107,0,140,0,0,Turicato,1,1
D07,2019,877,185,9229,2471,855,10492,1580,4247,2167,136,18963,4247,2240,1173,977,754,661,508,392,250,218,245,244,133,108,64,70,20,73,168,0,0,0,0,3172,7391,12678,6418,2168,0,0,Zacapu,0,1
D10,2019,483,365,3046,1581,0,8517,1019,1892,2253,34,10087,3759,1812,951,597,597,368,201,182,119,89,46,31,44,26,18,6,8,22,96,0,0,0,0,1130,2883,7232,6273,581,1057,0,Tarimbaro,1,1
